occupation_code,occupation_name,task_id,task_description,weight_category,weight_percentage,substitutivity_01,augmentation_01,complementarity_01,substitutivity_5,augmentation_5,complementarity_5,justification
2-02-27-01,环境监测工程技术人员,T009,Update internal monitoring protocols,Ancillary,0.05,0.4,0.6,0.6,3,3,3,"Protocol updates can be assisted by AI suggesting best practices, but final approval requires human authority."
2-02-27-01,环境监测工程技术人员,T010,Train junior staff on safety procedures,Ancillary,0.05,0.1,0.2,0.95,1,2,5,Mentorship and safety culture transmission are deeply human-centric activities requiring empathy and experience.
2-02-27-02,环境污染防治工程技术人员,T001,设计污染防治工程方案,Primary,0.12,0.3,0.85,0.75,2,4,4,AI 可快速生成多套方案并优化参数，但需人类确认合规性与现场适配性。
2-02-27-02,环境污染防治工程技术人员,T002,监督工程施工质量,Primary,0.12,0.15,0.6,0.8,2,3,4,现场物理环境复杂且涉及安全责任，AI 无法完全替代人工实地核查与责任判定。
2-02-27-02,环境污染防治工程技术人员,T003,分析污染物排放数据,Primary,0.12,0.7,0.9,0.6,4,5,3,数据处理与模式识别是 AI 强项，可大幅提升分析速度与精度。
2-02-27-02,环境污染防治工程技术人员,T004,提供环境治理技术咨询,Primary,0.12,0.4,0.7,0.85,3,4,4,AI 可辅助生成报告，但涉及客户信任建立与复杂利益权衡需人类专家介入。
2-02-27-02,环境污染防治工程技术人员,T005,制定项目决策与风险评估,Primary,0.12,0.2,0.65,0.8,2,4,4,最终决策涉及法律责任与伦理判断，AI 仅能提供数据支持而非决策主体。
2-02-27-02,环境污染防治工程技术人员,T006,编制工程技术文档,Secondary,0.1,0.8,0.95,0.5,4,5,3,文档撰写与格式化是生成式 AI 的高频应用场景，替代性极高。
2-02-27-02,环境污染防治工程技术人员,T007,监测设备运行状态,Secondary,0.1,0.5,0.75,0.65,3,4,4,传感器数据可自动化采集，但异常诊断与现场干预仍需人工参与。
2-02-27-02,环境污染防治工程技术人员,T008,协调多方利益相关者,Secondary,0.1,0.1,0.4,0.9,1,3,5,涉及复杂的人际沟通、谈判与情感共鸣，AI 难以处理非结构化社会互动。
2-02-27-02,环境污染防治工程技术人员,T009,整理行业法规标准,Ancillary,0.05,0.9,0.85,0.4,5,4,3,法规检索与更新是典型的文本处理任务，AI 可高效完成。
2-02-27-02,环境污染防治工程技术人员,T010,维护工程档案记录,Ancillary,0.05,0.85,0.7,0.45,4,4,3,档案数字化与分类存储可由自动化系统独立完成，人类仅需抽检。
2-02-27-03,环境影响评价工程技术人员,T001,编制环境影响评价报告,Primary,0.12,0.35,0.85,0.75,2,4,4,AI 可高效生成报告初稿和数据处理，但需人工审核数据准确性、逻辑连贯性及合规性，无法完全替代责任主体。
2-02-27-03,环境影响评价工程技术人员,T002,预测项目环境影响,Primary,0.12,0.4,0.8,0.7,3,4,4,预测模型依赖历史数据和算法，AI 可提升计算精度，但模型参数设定和异常值解释需依赖专家经验。
2-02-27-03,环境影响评价工程技术人员,T003,解读环境法规标准,Primary,0.12,0.5,0.7,0.65,3,4,4,法规检索和条款匹配可由 AI 完成，但法规的适用性判断、地方性差异解读及动态更新跟踪需人工介入。
2-02-27-03,环境影响评价工程技术人员,T004,分析环境数据特征,Primary,0.12,0.6,0.9,0.6,3,5,3,数据清洗、统计分析和可视化是 AI 强项，但数据背后的环境成因推断和异常归因仍需人类专家判断。
2-02-27-03,环境影响评价工程技术人员,T005,决策项目环保措施,Primary,0.12,0.2,0.65,0.85,2,4,4,决策涉及多方利益权衡、伦理考量和法律责任，AI 无法承担最终决策责任，仅能提供方案建议。
2-02-27-03,环境影响评价工程技术人员,T006,沟通项目利益相关方,Secondary,0.1,0.15,0.4,0.9,2,3,5,涉及情感互动、信任构建和复杂谈判，AI 无法替代人类在建立信任和化解冲突中的核心作用。
2-02-27-03,环境影响评价工程技术人员,T007,现场环境状况调查,Secondary,0.1,0.1,0.5,0.8,1,3,4,涉及实地采样和感官判断，需物理在场，AI 无法完全替代现场勘查的灵活性和突发状况处理。
2-02-27-03,环境影响评价工程技术人员,T008,审核技术报告质量,Secondary,0.1,0.3,0.75,0.7,2,4,4,AI 可辅助检查格式和基础逻辑，但专业深度、合规性最终裁定及责任归属必须由人类专家完成。
2-02-27-03,环境影响评价工程技术人员,T009,整理项目档案资料,Ancillary,0.05,0.8,0.95,0.4,4,5,3,档案分类、归档和检索是高度结构化任务，AI 可全自动完成，人类仅需偶尔抽查。
2-02-27-03,环境影响评价工程技术人员,T010,更新行业知识库,Ancillary,0.05,0.7,0.85,0.5,4,4,3,知识更新涉及信息筛选和结构化入库，AI 可高效处理，但知识的有效性和前沿性需人工确认。
2-02-27-04,核与辐射安全工程技术人员,T001,Interpret radiation monitoring data,Primary,0.12,0.35,0.85,0.65,2,4,4,"AI excels at processing large datasets and pattern recognition, but human oversight is required for anomaly interpretation in safety-critical contexts."
2-02-27-04,核与辐射安全工程技术人员,T002,Conduct on-site radiation surveys,Primary,0.12,0.15,0.4,0.85,2,3,4,Physical presence and handling of specialized equipment in potentially hazardous environments currently require human agency.
2-02-27-04,核与辐射安全工程技术人员,T003,Formulate safety management protocols,Primary,0.12,0.2,0.7,0.8,2,4,4,"AI can draft protocols based on regulations, but final approval requires human judgment on ethical and operational feasibility."
2-02-27-04,核与辐射安全工程技术人员,T004,Evaluate compliance with nuclear regulations,Primary,0.12,0.4,0.75,0.6,3,4,3,"Regulatory text analysis is highly automatable, yet legal liability and complex situational exceptions demand human accountability."
2-02-27-04,核与辐射安全工程技术人员,T005,Make emergency response decisions,Primary,0.12,0.1,0.5,0.9,1,3,5,High-stakes decision-making under uncertainty requires human moral responsibility and intuition that AI cannot fully replicate.
2-02-27-04,核与辐射安全工程技术人员,T006,Document quality assurance procedures,Secondary,0.1,0.6,0.8,0.4,3,4,3,Documentation generation and standardization are highly susceptible to automation and AI-assisted writing tools.
2-02-27-04,核与辐射安全工程技术人员,T007,Coordinate with regulatory bodies,Secondary,0.1,0.25,0.55,0.75,2,3,4,Negotiation and trust-building with external authorities rely heavily on human social dynamics and diplomatic nuance.
2-02-27-04,核与辐射安全工程技术人员,T008,Calibrate detection instruments,Secondary,0.1,0.3,0.6,0.7,2,3,4,"While automated calibration exists, physical setup and troubleshooting in field conditions often require manual intervention."
2-02-27-04,核与辐射安全工程技术人员,T009,Train personnel on safety protocols,Ancillary,0.05,0.45,0.7,0.55,3,4,3,"AI can deliver training content, but mentoring and assessing human behavioral changes require interpersonal engagement."
2-02-27-04,核与辐射安全工程技术人员,T010,Archive safety records,Ancillary,0.05,0.85,0.9,0.15,4,5,2,Data storage and retrieval are fully automatable with negligible human involvement required.
2-02-27-05,核与辐射监测工程技术人员,T001,设计辐射监测技术方案,Primary,0.12,0.15,0.75,0.85,2,4,4,方案设计需结合现场复杂环境与伦理责任，AI 无法独立承担最终决策责任，但能优化参数模拟。
2-02-27-05,核与辐射监测工程技术人员,T002,操作辐射监测设备采集数据,Primary,0.12,0.3,0.6,0.7,2,3,4,涉及物理设备操作与现场突发状况应对，机器人可辅助但需人类现场监管与应急干预。
2-02-27-05,核与辐射监测工程技术人员,T003,分析监测数据并生成报告,Primary,0.12,0.45,0.8,0.65,3,4,4,数据处理与报告撰写高度依赖算法，但异常值的定性解释与合规性判断仍需人类专家介入。
2-02-27-05,核与辐射监测工程技术人员,T004,维护校准监测仪器,Primary,0.12,0.2,0.5,0.8,2,3,4,精密仪器维护涉及物理拆解与手感判断，自动化程度低，高度依赖人工经验与责任确认。
2-02-27-05,核与辐射监测工程技术人员,T005,解释监测结果应对监管,Primary,0.12,0.1,0.4,0.9,1,3,5,涉及法律解释、责任归属与公众沟通，高度依赖信任构建与情感交互，AI 无法替代人类权威。
2-02-27-05,核与辐射监测工程技术人员,T006,更新监测标准知识库,Secondary,0.1,0.6,0.7,0.5,3,4,3,知识更新与文档整理可由 AI 自动抓取与分类，人类仅需进行最终审核与逻辑校验。
2-02-27-05,核与辐射监测工程技术人员,T007,评估监测方案合规性,Secondary,0.1,0.35,0.65,0.75,2,4,4,合规性检查可借助规则引擎，但涉及模糊地带的伦理判断需人类专家裁量。
2-02-27-05,核与辐射监测工程技术人员,T008,培训初级技术人员,Secondary,0.1,0.25,0.55,0.8,2,3,4,技能传授涉及隐性经验传递与师徒互动，AI 可作为辅助工具但无法替代人际示范。
2-02-27-05,核与辐射监测工程技术人员,T009,整理设备维护日志,Ancillary,0.05,0.85,0.9,0.3,4,5,2,纯记录性工作高度结构化，AI 可全自动完成录入与归档，人类仅需偶尔抽查。
2-02-27-05,核与辐射监测工程技术人员,T010,归档历史监测档案,Ancillary,0.05,0.9,0.85,0.25,5,4,2,档案数字化与分类存储属于典型的数据处理任务，AI 可独立高效完成。
2-02-27-06,健康安全环境工程技术人员,T001,Conduct on-site safety inspections and hazard identification,Primary,0.12,0.25,0.65,0.75,2,4,4,"Physical presence and real-time judgment of complex environmental hazards limit full AI substitution, though AI augments data collection and pattern recognition."
2-02-27-06,健康安全环境工程技术人员,T002,Develop and update HSE management systems and protocols,Primary,0.12,0.4,0.85,0.6,3,4,3,"AI can draft and optimize protocols efficiently, but human oversight is required for legal compliance and contextual adaptation to specific organizational cultures."
2-02-27-06,健康安全环境工程技术人员,T003,Perform quantitative risk assessments and modeling,Primary,0.12,0.55,0.9,0.5,3,5,3,"High computational risk modeling is highly augmentable by AI, yet final risk acceptance decisions require human ethical and strategic judgment."
2-02-27-06,健康安全环境工程技术人员,T004,Deliver safety training and compliance education to staff,Primary,0.12,0.3,0.7,0.8,2,4,4,"AI can generate content, but the trust-building and behavioral influence required for effective training necessitate human interaction and emotional intelligence."
